,at_id,act_id,trip_id,BegTime,EndTime,ActType,O_pur,D_pur,Mode,Numontrp,AT_Dur,new_id,student,worker,new_id_2
12454,4,-2,2,912,924,-2,8,1,4,2,12,1067,False,False,1067
12455,5,3,-2,924,1440,1,-2,-2,-2,-2,516,1067,False,False,1067
12456,1,1,-2,0,460,1,-2,-2,-2,-2,460,1068,False,False,1068
12457,2,-2,1,460,463,-2,1,8,4,2,3,1068,False,False,1068
12458,3,2,-2,463,860,8,-2,-2,-2,-2,397,1068,True,False,1068
12459,4,-2,2,860,863,-2,8,1,4,2,3,1068,False,False,1068
12460,5,3,-2,863,1440,1,-2,-2,-2,-2,577,1068,False,False,1068
12567,1,1,-2,0,460,1,-2,-2,-2,-2,460,1079,False,False,1079
12568,2,-2,1,460,475,-2,1,8,10,2,15,1079,False,False,1079
12569,3,2,-2,475,930,8,-2,-2,-2,-2,455,1079,True,False,1079
12570,4,-2,2,930,960,-2,8,15,10,1,30,1079,False,False,1079
12571,5,3,-2,960,1080,15,-2,-2,-2,-2,120,1079,False,False,1079
12572,6,-2,3,1080,1110,-2,15,6,10,1,30,1079,False,False,1079
12573,7,4,-2,1110,1125,6,-2,-2,-2,-2,15,1079,False,False,1079
12574,8,-2,4,1125,1140,-2,6,1,3,1,15,1079,False,False,1079
12575,9,5,-2,1140,1440,1,-2,-2,-2,-2,300,1079,False,False,1079
12576,1,1,-2,0,460,1,-2,-2,-2,-2,460,1080,False,False,1080
12577,2,-2,1,460,475,-2,1,8,10,2,15,1080,False,False,1080
12578,3,2,-2,475,930,8,-2,-2,-2,-2,455,1080,True,False,1080
12579,4,-2,2,930,960,-2,8,1,10,1,30,1080,False,False,1080
12580,5,3,-2,960,1440,1,-2,-2,-2,-2,480,1080,False,False,1080
12788,1,1,-2,0,445,1,-2,-2,-2,-2,445,1101,False,False,1101
12789,2,-2,1,445,465,-2,1,8,3,2,20,1101,False,False,1101
12790,3,2,-2,465,750,8,-2,-2,-2,-2,285,1101,True,False,1101
12791,4,-2,2,750,775,-2,8,11,3,2,25,1101,False,False,1101
12792,5,3,-2,775,808,11,-2,-2,-2,-2,33,1101,False,False,1101
12793,6,-2,3,808,817,-2,11,1,3,2,9,1101,False,False,1101
12794,7,4,-2,817,1440,1,-2,-2,-2,-2,623,1101,False,False,1101
13405,1,1,-2,0,405,1,-2,-2,-2,-2,405,1154,False,False,1154
13406,2,-2,1,405,415,-2,1,8,2,1,10,1154,False,False,1154
13407,3,2,-2,415,875,8,-2,-2,-2,-2,460,1154,True,False,1154
13408,4,-2,2,875,885,-2,8,1,2,1,10,1154,False,False,1154
13409,5,3,-2,885,1440,1,-2,-2,-2,-2,555,1154,False,False,1154
13445,1,1,-2,0,390,1,-2,-2,-2,-2,390,1158,False,False,1158
13446,2,-2,1,390,420,-2,1,8,10,1,30,1158,False,False,1158
13447,3,2,-2,420,960,8,-2,-2,-2,-2,540,1158,True,False,1158
13448,4,-2,2,960,1010,-2,8,1,10,1,50,1158,False,False,1158
13449,5,3,-2,1010,1440,1,-2,-2,-2,-2,430,1158,False,False,1158
13845,1,1,-2,0,465,1,-2,-2,-2,-2,465,1190,False,False,1190
13846,2,-2,1,465,475,-2,1,6,4,3,10,1190,False,False,1190
13847,3,2,-2,475,480,6,-2,-2,-2,-2,5,1190,False,False,1190
13848,4,-2,2,480,505,-2,6,16,4,2,25,1190,False,False,1190
13849,5,3,-2,505,570,16,-2,-2,-2,-2,65,1190,False,False,1190
13850,6,-2,3,570,580,-2,16,14,1,1,10,1190,False,False,1190
13851,7,4,-2,580,700,14,-2,-2,-2,-2,120,1190,False,False,1190
13852,8,-2,4,700,710,-2,14,16,1,1,10,1190,False,False,1190
13853,9,5,-2,710,787,16,-2,-2,-2,-2,77,1190,False,False,1190
13854,10,-2,5,787,790,-2,16,14,4,2,3,1190,False,False,1190
13855,11,6,-2,790,981,14,-2,-2,-2,-2,191,1190,False,False,1190
13856,12,-2,6,981,1008,-2,14,6,4,2,27,1190,False,False,1190
13857,13,7,-2,1008,1010,6,-2,-2,-2,-2,2,1190,False,False,1190
13858,14,-2,7,1010,1020,-2,6,8,4,3,10,1190,False,False,1190
13859,15,8,-2,1020,1210,8,-2,-2,-2,-2,190,1190,True,False,1190
13860,16,-2,8,1210,1220,-2,8,1,3,2,10,1190,False,False,1190
13861,17,9,-2,1220,1440,1,-2,-2,-2,-2,220,1190,False,False,1190
13862,1,1,-2,0,465,1,-2,-2,-2,-2,465,1191,False,False,1191
13863,2,-2,1,465,475,-2,1,8,4,3,10,1191,False,False,1191
13864,3,2,-2,475,1010,8,-2,-2,-2,-2,535,1191,True,False,1191
13865,4,-2,2,1010,1020,-2,8,6,4,3,10,1191,False,False,1191
13866,5,3,-2,1020,1022,6,-2,-2,-2,-2,2,1191,False,False,1191
13867,6,-2,3,1022,1026,-2,6,11,4,2,4,1191,False,False,1191
13868,7,4,-2,1026,1050,11,-2,-2,-2,-2,24,1191,False,False,1191
13869,8,-2,4,1050,1060,-2,11,1,4,2,10,1191,False,False,1191
13870,9,5,-2,1060,1440,1,-2,-2,-2,-2,380,1191,False,False,1191
13871,1,1,-2,0,390,1,-2,-2,-2,-2,390,1192,False,False,1192
13872,2,-2,1,390,405,-2,1,8,3,1,15,1192,False,False,1192
13873,3,2,-2,405,900,8,-2,-2,-2,-2,495,1192,True,False,1192
13874,4,-2,2,900,920,-2,8,1,3,1,20,1192,False,False,1192
13875,5,3,-2,920,1440,1,-2,-2,-2,-2,520,1192,False,False,1192
13876,1,1,-2,0,780,1,-2,-2,-2,-2,780,1192,False,False,1192
13877,2,-2,1,780,790,-2,1,12,6,1,10,1192,False,False,1192
13878,3,2,-2,790,794,12,-2,-2,-2,-2,4,1192,False,False,1192
13879,4,-2,2,794,796,-2,12,12,6,1,2,1192,False,False,1192
13880,5,3,-2,796,840,12,-2,-2,-2,-2,44,1192,False,False,1192
13881,6,-2,3,840,846,-2,12,11,6,1,6,1192,False,False,1192
13882,7,4,-2,846,852,11,-2,-2,-2,-2,6,1192,False,False,1192
13883,8,-2,4,852,858,-2,11,12,6,1,6,1192,False,False,1192
13884,9,5,-2,858,870,12,-2,-2,-2,-2,12,1192,False,False,1192
13885,10,-2,5,870,876,-2,12,1,6,1,6,1192,False,False,1192
13886,11,6,-2,876,964,1,-2,-2,-2,-2,88,1192,False,False,1192
13887,12,-2,6,964,976,-2,1,11,6,1,12,1192,False,False,1192
13888,13,7,-2,976,978,11,-2,-2,-2,-2,2,1192,False,False,1192
13889,14,-2,7,978,983,-2,11,11,6,1,5,1192,False,False,1192
13890,15,8,-2,983,1005,11,-2,-2,-2,-2,22,1192,False,False,1192
13891,16,-2,8,1005,1009,-2,11,5,6,1,4,1192,False,False,1192
13892,17,9,-2,1009,1024,5,-2,-2,-2,-2,15,1192,False,True,1192
13893,18,-2,9,1024,1031,-2,5,1,6,1,7,1192,False,False,1192
13894,19,10,-2,1031,1440,1,-2,-2,-2,-2,409,1192,False,False,1192
14053,1,1,-2,0,435,1,-2,-2,-2,-2,435,1204,False,False,1204
14054,2,-2,1,435,440,-2,1,6,1,1,5,1204,False,False,1204
14055,3,2,-2,440,445,6,-2,-2,-2,-2,5,1204,False,False,1204
14056,4,-2,2,445,490,-2,6,8,10,1,45,1204,False,False,1204
14057,5,3,-2,490,930,8,-2,-2,-2,-2,440,1204,True,False,1204
14058,6,-2,3,930,972,-2,8,6,10,1,42,1204,False,False,1204
14059,7,4,-2,972,974,6,-2,-2,-2,-2,2,1204,False,False,1204
14060,8,-2,4,974,981,-2,6,1,1,1,7,1204,False,False,1204
14061,9,5,-2,981,1036,1,-2,-2,-2,-2,55,1204,False,False,1204
14062,10,-2,5,1036,1040,-2,1,16,1,1,4,1204,False,False,1204
14063,11,6,-2,1040,1065,16,-2,-2,-2,-2,25,1204,False,False,1204
14064,12,-2,6,1065,1070,-2,16,1,1,1,5,1204,False,False,1204
14065,13,7,-2,1070,1440,1,-2,-2,-2,-2,370,1204,False,False,1204
14175,1,1,-2,0,491,1,-2,-2,-2,-2,491,1213,False,False,1213
14176,2,-2,1,491,493,-2,1,6,3,2,2,1213,False,False,1213
14177,3,2,-2,493,495,6,-2,-2,-2,-2,2,1213,False,False,1213
14178,4,-2,2,495,505,-2,6,8,3,3,10,1213,False,False,1213
14179,5,3,-2,505,1042,8,-2,-2,-2,-2,537,1213,True,False,1213
14180,6,-2,3,1042,1054,-2,8,6,3,4,12,1213,False,False,1213
14181,7,4,-2,1054,1063,6,-2,-2,-2,-2,9,1213,False,False,1213
14182,8,-2,4,1063,1065,-2,6,6,3,3,2,1213,False,False,1213
14183,9,5,-2,1065,1066,6,-2,-2,-2,-2,1,1213,False,False,1213
14184,10,-2,5,1066,1071,-2,6,1,3,2,5,1213,False,False,1213
14185,11,6,-2,1071,1440,1,-2,-2,-2,-2,369,1213,False,False,1213
14200,1,1,-2,0,420,1,-2,-2,-2,-2,420,1215,False,False,1215
14201,2,-2,1,420,450,-2,1,3,10,1,30,1215,False,False,1215
14202,3,2,-2,450,525,3,-2,-2,-2,-2,75,1215,False,True,1215
14203,4,-2,2,525,530,-2,3,8,10,1,5,1215,False,False,1215
14204,5,3,-2,530,960,8,-2,-2,-2,-2,430,1215,True,False,1215
14205,6,-2,3,960,990,-2,8,1,10,1,30,1215,False,False,1215
14206,7,4,-2,990,1440,1,-2,-2,-2,-2,450,1215,False,False,1215
14578,1,1,-2,0,810,1,-2,-2,-2,-2,810,1246,False,False,1246
14579,2,-2,1,810,820,-2,1,1,1,1,10,1246,False,False,1246
14580,3,2,-2,820,960,1,-2,-2,-2,-2,140,1246,False,False,1246
14581,4,-2,2,960,980,-2,1,15,3,1,20,1246,False,False,1246
14582,5,3,-2,980,1260,15,-2,-2,-2,-2,280,1246,False,False,1246
14583,6,-2,3,1260,1280,-2,15,1,3,1,20,1246,False,False,1246
14584,7,4,-2,1280,1440,1,-2,-2,-2,-2,160,1246,False,False,1246
14585,1,1,-2,0,1020,1,-2,-2,-2,-2,1020,1246,False,False,1246
14586,2,-2,1,1020,1050,-2,1,13,3,2,30,1246,False,False,1246
14587,3,2,-2,1050,1230,13,-2,-2,-2,-2,180,1246,False,False,1246
14588,4,-2,2,1230,1235,-2,13,1,3,1,5,1246,False,False,1246
14589,5,3,-2,1235,1440,1,-2,-2,-2,-2,205,1246,False,False,1246
14590,1,1,-2,0,465,1,-2,-2,-2,-2,465,1246,False,False,1246
14591,2,-2,1,465,475,-2,1,8,4,1,10,1246,False,False,1246
14592,3,2,-2,475,560,8,-2,-2,-2,-2,85,1246,True,False,1246
14593,4,-2,2,560,570,-2,8,1,4,1,10,1246,False,False,1246
14594,5,3,-2,570,735,1,-2,-2,-2,-2,165,1246,False,False,1246
14595,6,-2,3,735,770,-2,1,8,4,1,35,1246,False,False,1246
14596,7,4,-2,770,900,8,-2,-2,-2,-2,130,1246,True,False,1246
14597,8,-2,4,900,905,-2,8,11,4,1,5,1246,False,False,1246
14598,9,5,-2,905,915,11,-2,-2,-2,-2,10,1246,False,False,1246
14599,10,-2,5,915,955,-2,11,1,4,1,40,1246,False,False,1246
14600,11,6,-2,955,1440,1,-2,-2,-2,-2,485,1246,False,False,1246
14606,1,1,-2,0,400,1,-2,-2,-2,-2,400,1248,False,False,1248
14607,2,-2,1,400,410,-2,1,8,3,1,10,1248,False,False,1248
14608,3,2,-2,410,655,8,-2,-2,-2,-2,245,1248,True,False,1248
14609,4,-2,2,655,665,-2,8,1,3,1,10,1248,False,False,1248
14610,5,3,-2,665,680,1,-2,-2,-2,-2,15,1248,False,False,1248
14611,6,-2,3,680,690,-2,1,8,3,1,10,1248,False,False,1248
14612,7,4,-2,690,945,8,-2,-2,-2,-2,255,1248,True,False,1248
14613,8,-2,4,945,955,-2,8,19,3,1,10,1248,False,False,1248
14614,9,5,-2,955,1090,19,-2,-2,-2,-2,135,1248,False,False,1248
14615,10,-2,5,1090,1100,-2,19,1,3,1,10,1248,False,False,1248
14616,11,6,-2,1100,1440,1,-2,-2,-2,-2,340,1248,False,False,1248
14866,1,1,-2,0,480,1,-2,-2,-2,-2,480,1269,False,False,1269
14867,2,-2,1,480,570,-2,1,8,3,1,90,1269,False,False,1269
14868,3,2,-2,570,1440,8,-2,-2,-2,-2,870,1269,True,False,1269
14876,1,1,-2,0,435,1,-2,-2,-2,-2,435,1271,False,False,1271
14877,2,-2,1,435,450,-2,1,8,1,1,15,1271,False,False,1271
14878,3,2,-2,450,860,8,-2,-2,-2,-2,410,1271,True,False,1271
14879,4,-2,2,860,875,-2,8,1,1,1,15,1271,False,False,1271
14880,5,3,-2,875,1440,1,-2,-2,-2,-2,565,1271,False,False,1271
14924,1,1,-2,0,525,1,-2,-2,-2,-2,525,1274,False,False,1274
14925,2,-2,1,525,548,-2,1,8,4,1,23,1274,False,False,1274
14926,3,2,-2,548,1020,8,-2,-2,-2,-2,472,1274,True,False,1274
14927,4,-2,2,1020,1050,-2,8,1,4,1,30,1274,False,False,1274
14928,5,3,-2,1050,1440,1,-2,-2,-2,-2,390,1274,False,False,1274
14929,1,1,-2,0,375,1,-2,-2,-2,-2,375,1275,False,False,1275
14930,2,-2,1,375,420,-2,1,8,10,1,45,1275,False,False,1275
14931,3,2,-2,420,885,8,-2,-2,-2,-2,465,1275,True,False,1275
14932,4,-2,2,885,930,-2,8,1,10,1,45,1275,False,False,1275
14933,5,3,-2,930,1440,1,-2,-2,-2,-2,510,1275,False,False,1275
14951,1,1,-2,0,450,8,-2,-2,-2,-2,450,1278,True,False,1278
14952,2,-2,1,450,470,-2,8,8,6,2,20,1278,False,False,1278
14953,3,2,-2,470,840,8,-2,-2,-2,-2,370,1278,True,False,1278
14954,4,-2,2,840,865,-2,8,1,5,2,25,1278,False,False,1278
14955,5,3,-2,865,1440,1,-2,-2,-2,-2,575,1278,False,False,1278
15013,1,1,-2,0,467,1,-2,-2,-2,-2,467,1283,False,False,1283
15014,2,-2,1,467,482,-2,1,8,1,6,15,1283,False,False,1283
15015,3,2,-2,482,696,8,-2,-2,-2,-2,214,1283,True,False,1283
15016,4,-2,2,696,706,-2,8,1,1,6,10,1283,False,False,1283
15017,5,3,-2,706,1440,1,-2,-2,-2,-2,734,1283,False,False,1283
15183,1,1,-2,0,420,1,-2,-2,-2,-2,420,1298,False,False,1298
15184,2,-2,1,420,450,-2,1,16,3,2,30,1298,False,False,1298
15185,3,2,-2,450,452,16,-2,-2,-2,-2,2,1298,False,False,1298
15186,4,-2,2,452,465,-2,16,5,3,2,13,1298,False,False,1298
15187,5,3,-2,465,895,5,-2,-2,-2,-2,430,1298,False,True,1298
15188,6,-2,3,895,905,-2,5,6,3,3,10,1298,False,False,1298
15189,7,4,-2,905,910,6,-2,-2,-2,-2,5,1298,False,False,1298
15190,8,-2,4,910,920,-2,6,14,3,2,10,1298,False,False,1298
15191,9,5,-2,920,935,14,-2,-2,-2,-2,15,1298,False,False,1298
15192,10,-2,5,935,945,-2,14,11,3,2,10,1298,False,False,1298
15193,11,6,-2,945,995,11,-2,-2,-2,-2,50,1298,False,False,1298
15194,12,-2,6,995,1000,-2,11,11,3,2,5,1298,False,False,1298
15195,13,7,-2,1000,1050,11,-2,-2,-2,-2,50,1298,False,False,1298
15196,14,-2,7,1050,1065,-2,11,1,3,2,15,1298,False,False,1298
15197,15,8,-2,1065,1440,1,-2,-2,-2,-2,375,1298,False,False,1298
15198,1,1,-2,0,540,1,-2,-2,-2,-2,540,1298,False,False,1298
15199,2,-2,1,540,557,-2,1,11,3,1,17,1298,False,False,1298
15200,3,2,-2,557,572,11,-2,-2,-2,-2,15,1298,False,False,1298
15201,4,-2,2,572,587,-2,11,8,3,1,15,1298,False,False,1298
15202,5,3,-2,587,810,8,-2,-2,-2,-2,223,1298,True,False,1298
15203,6,-2,3,810,825,-2,8,1,3,1,15,1298,False,False,1298
15204,7,4,-2,825,830,1,-2,-2,-2,-2,5,1298,False,False,1298
15205,8,-2,4,830,840,-2,1,3,3,1,10,1298,False,False,1298
15206,9,5,-2,840,1440,3,-2,-2,-2,-2,600,1298,False,True,1298
15647,1,1,-2,0,443,1,-2,-2,-2,-2,443,1334,False,False,1334
15648,2,-2,1,443,452,-2,1,8,3,2,9,1334,False,False,1334
15649,3,2,-2,452,618,8,-2,-2,-2,-2,166,1334,True,False,1334
15650,4,-2,2,618,627,-2,8,14,3,4,9,1334,False,False,1334
15651,5,3,-2,627,678,14,-2,-2,-2,-2,51,1334,False,False,1334
15652,6,-2,3,678,681,-2,14,1,3,3,3,1334,False,False,1334
15653,7,4,-2,681,798,1,-2,-2,-2,-2,117,1334,False,False,1334
15654,8,-2,4,798,803,-2,1,6,3,3,5,1334,False,False,1334
15655,9,5,-2,803,805,6,-2,-2,-2,-2,2,1334,False,False,1334
15656,10,-2,5,805,810,-2,6,14,3,4,5,1334,False,False,1334
15657,11,6,-2,810,816,14,-2,-2,-2,-2,6,1334,False,False,1334
15658,12,-2,6,816,820,-2,14,14,3,4,4,1334,False,False,1334
15659,13,7,-2,820,826,14,-2,-2,-2,-2,6,1334,False,False,1334
15660,14,-2,7,826,831,-2,14,14,3,4,5,1334,False,False,1334
15661,15,8,-2,831,832,14,-2,-2,-2,-2,1,1334,False,False,1334
15662,16,-2,8,832,845,-2,14,14,3,4,13,1334,False,False,1334
15663,17,9,-2,845,878,14,-2,-2,-2,-2,33,1334,False,False,1334
15664,18,-2,9,878,895,-2,14,1,3,4,17,1334,False,False,1334
15665,19,10,-2,895,1068,1,-2,-2,-2,-2,173,1334,False,False,1334
15666,20,-2,10,1068,1077,-2,1,17,3,5,9,1334,False,False,1334
15667,21,11,-2,1077,1083,17,-2,-2,-2,-2,6,1334,False,False,1334
15668,22,-2,11,1083,1090,-2,17,17,3,5,7,1334,False,False,1334
15669,23,12,-2,1090,1387,17,-2,-2,-2,-2,297,1334,False,False,1334
15670,24,-2,12,1387,1394,-2,17,1,3,6,7,1334,False,False,1334
15671,25,13,-2,1394,1440,1,-2,-2,-2,-2,46,1334,False,False,1334
15776,1,1,-2,0,390,1,-2,-2,-2,-2,390,1343,False,False,1343
15777,2,-2,1,390,430,-2,1,8,10,1,40,1343,False,False,1343
15778,3,2,-2,430,850,8,-2,-2,-2,-2,420,1343,True,False,1343
15779,4,-2,2,850,900,-2,8,1,10,1,50,1343,False,False,1343
15780,5,3,-2,900,1440,1,-2,-2,-2,-2,540,1343,False,False,1343
15781,1,1,-2,0,480,1,-2,-2,-2,-2,480,1344,False,False,1344
15782,2,-2,1,480,940,-2,1,8,4,2,460,1344,False,False,1344
15783,3,2,-2,940,945,8,-2,-2,-2,-2,5,1344,True,False,1344
15784,4,-2,2,945,950,-2,8,11,4,2,5,1344,False,False,1344
15785,5,3,-2,950,955,11,-2,-2,-2,-2,5,1344,False,False,1344
15786,6,-2,3,955,975,-2,11,11,4,2,20,1344,False,False,1344
15787,7,4,-2,975,1000,11,-2,-2,-2,-2,25,1344,False,False,1344
15788,8,-2,4,1000,1010,-2,11,11,4,2,10,1344,False,False,1344
15789,9,5,-2,1010,1050,11,-2,-2,-2,-2,40,1344,False,False,1344
15790,10,-2,5,1050,1065,-2,11,1,4,2,15,1344,False,False,1344
15791,11,6,-2,1065,1440,1,-2,-2,-2,-2,375,1344,False,False,1344
15792,1,1,-2,0,465,2,-2,-2,-2,-2,465,1345,False,True,1345
15793,2,-2,1,465,480,-2,2,6,3,2,15,1345,False,False,1345
15794,3,2,-2,480,481,6,-2,-2,-2,-2,1,1345,False,False,1345
15795,4,-2,2,481,495,-2,6,2,3,1,14,1345,False,False,1345
15796,5,3,-2,495,570,2,-2,-2,-2,-2,75,1345,False,True,1345
15797,6,-2,3,570,575,-2,2,8,3,1,5,1345,False,False,1345
15798,7,4,-2,575,715,8,-2,-2,-2,-2,140,1345,True,False,1345
15799,8,-2,4,715,722,-2,8,2,3,1,7,1345,False,False,1345
15800,9,5,-2,722,1135,2,-2,-2,-2,-2,413,1345,False,True,1345
15801,10,-2,5,1135,1140,-2,2,8,3,2,5,1345,False,False,1345
15802,11,6,-2,1140,1310,8,-2,-2,-2,-2,170,1345,True,False,1345
15803,12,-2,6,1310,1315,-2,8,1,3,2,5,1345,False,False,1345
15804,13,7,-2,1315,1440,1,-2,-2,-2,-2,125,1345,False,False,1345
15833,1,1,-2,0,465,1,-2,-2,-2,-2,465,1348,False,False,1348
15834,2,-2,1,465,480,-2,1,8,3,2,15,1348,False,False,1348
15835,3,2,-2,480,1002,8,-2,-2,-2,-2,522,1348,True,False,1348
15836,4,-2,2,1002,1026,-2,8,1,3,2,24,1348,False,False,1348
15837,5,3,-2,1026,1440,1,-2,-2,-2,-2,414,1348,False,False,1348
16044,1,1,-2,0,402,1,-2,-2,-2,-2,402,1366,False,False,1366
16045,2,-2,1,402,406,-2,1,8,6,3,4,1366,False,False,1366
16046,3,2,-2,406,1230,8,-2,-2,-2,-2,824,1366,True,False,1366
16047,4,-2,2,1230,1235,-2,8,1,6,2,5,1366,False,False,1366
16048,5,3,-2,1235,1440,1,-2,-2,-2,-2,205,1366,False,False,1366
16049,1,1,-2,0,390,1,-2,-2,-2,-2,390,1367,False,False,1367
16050,2,-2,1,390,392,-2,1,6,6,4,2,1367,False,False,1367
16051,3,2,-2,392,400,6,-2,-2,-2,-2,8,1367,False,False,1367
16052,4,-2,2,400,401,-2,6,6,6,2,1,1367,False,False,1367
16053,5,3,-2,401,402,6,-2,-2,-2,-2,1,1367,False,False,1367
16054,6,-2,3,402,406,-2,6,8,6,3,4,1367,False,False,1367
16055,7,4,-2,406,1230,8,-2,-2,-2,-2,824,1367,True,False,1367
16056,8,-2,4,1230,1235,-2,8,1,6,1,5,1367,False,False,1367
16057,9,5,-2,1235,1440,1,-2,-2,-2,-2,205,1367,False,False,1367
16058,1,1,-2,0,390,1,-2,-2,-2,-2,390,1368,False,False,1368
16059,2,-2,1,390,392,-2,1,7,6,4,2,1368,False,False,1368
16060,3,2,-2,392,400,7,-2,-2,-2,-2,8,1368,False,False,1368
16061,4,-2,2,400,450,-2,7,8,10,2,50,1368,False,False,1368
16062,5,3,-2,450,880,8,-2,-2,-2,-2,430,1368,True,False,1368
16063,6,-2,3,880,955,-2,8,7,10,2,75,1368,False,False,1368
16064,7,4,-2,955,956,7,-2,-2,-2,-2,1,1368,False,False,1368
16065,8,-2,4,956,965,-2,7,1,1,1,9,1368,False,False,1368
16066,9,5,-2,965,1440,1,-2,-2,-2,-2,475,1368,False,False,1368
16097,1,1,-2,0,360,1,-2,-2,-2,-2,360,1373,False,False,1373
16098,2,-2,1,360,361,-2,1,16,1,1,1,1373,False,False,1373
16099,3,2,-2,361,362,16,-2,-2,-2,-2,1,1373,False,False,1373
16100,4,-2,2,362,430,-2,16,13,4,2,68,1373,False,False,1373
16101,5,3,-2,430,480,13,-2,-2,-2,-2,50,1373,False,False,1373
16102,6,-2,3,480,483,-2,13,11,1,1,3,1373,False,False,1373
16103,7,4,-2,483,510,11,-2,-2,-2,-2,27,1373,False,False,1373
16104,8,-2,4,510,525,-2,11,11,1,1,15,1373,False,False,1373
16105,9,5,-2,525,570,11,-2,-2,-2,-2,45,1373,False,False,1373
16106,10,-2,5,570,575,-2,11,18,1,1,5,1373,False,False,1373
16107,11,6,-2,575,690,18,-2,-2,-2,-2,115,1373,False,False,1373
16108,12,-2,6,690,705,-2,18,1,4,2,15,1373,False,False,1373
16109,13,7,-2,705,720,1,-2,-2,-2,-2,15,1373,False,False,1373
16110,14,-2,7,720,725,-2,1,16,1,1,5,1373,False,False,1373
16111,15,8,-2,725,730,16,-2,-2,-2,-2,5,1373,False,False,1373
16112,16,-2,8,730,750,-2,16,12,4,2,20,1373,False,False,1373
16113,17,9,-2,750,780,12,-2,-2,-2,-2,30,1373,False,False,1373
16114,18,-2,9,780,785,-2,12,1,4,2,5,1373,False,False,1373
16115,19,10,-2,785,1050,1,-2,-2,-2,-2,265,1373,False,False,1373
16116,20,-2,10,1050,1070,-2,1,8,1,1,20,1373,False,False,1373
16117,21,11,-2,1070,1280,8,-2,-2,-2,-2,210,1373,True,False,1373
16118,22,-2,11,1280,1285,-2,8,15,4,2,5,1373,False,False,1373
16119,23,12,-2,1285,1355,15,-2,-2,-2,-2,70,1373,False,False,1373
16120,24,-2,12,1355,1360,-2,15,1,4,2,5,1373,False,False,1373
16121,25,13,-2,1360,1440,1,-2,-2,-2,-2,80,1373,False,False,1373
16122,1,1,-2,0,600,1,-2,-2,-2,-2,600,1373,False,False,1373
16123,2,-2,1,600,615,-2,1,11,3,1,15,1373,False,False,1373
16124,3,2,-2,615,630,11,-2,-2,-2,-2,15,1373,False,False,1373
16125,4,-2,2,630,675,-2,11,1,3,1,45,1373,False,False,1373
16126,5,3,-2,675,1440,1,-2,-2,-2,-2,765,1373,False,False,1373
16143,1,1,-2,0,390,1,-2,-2,-2,-2,390,1376,False,False,1376
16144,2,-2,1,390,465,-2,1,8,10,1,75,1376,False,False,1376
16145,3,2,-2,465,915,8,-2,-2,-2,-2,450,1376,True,False,1376
16146,4,-2,2,915,960,-2,8,1,10,1,45,1376,False,False,1376
16147,5,3,-2,960,1440,1,-2,-2,-2,-2,480,1376,False,False,1376
16875,1,1,-2,0,393,1,-2,-2,-2,-2,393,1439,False,False,1439
16876,2,-2,1,393,408,-2,1,8,4,4,15,1439,False,False,1439
16877,3,2,-2,408,1094,8,-2,-2,-2,-2,686,1439,True,False,1439
16878,4,-2,2,1094,1102,-2,8,1,4,4,8,1439,False,False,1439
16879,5,3,-2,1102,1440,1,-2,-2,-2,-2,338,1439,False,False,1439
16880,1,1,-2,0,373,1,-2,-2,-2,-2,373,1439,False,False,1439
16881,2,-2,1,373,386,-2,1,3,6,1,13,1439,False,False,1439
16882,3,2,-2,386,1440,3,-2,-2,-2,-2,1054,1439,False,True,1439
17010,1,1,-2,0,390,1,-2,-2,-2,-2,390,1450,False,False,1450
17011,2,-2,1,390,400,-2,1,7,1,2,10,1450,False,False,1450
17012,3,2,-2,400,405,7,-2,-2,-2,-2,5,1450,False,False,1450
17013,4,-2,2,405,440,-2,7,8,10,1,35,1450,False,False,1450
17014,5,3,-2,440,810,8,-2,-2,-2,-2,370,1450,True,False,1450
17015,6,-2,3,810,855,-2,8,1,10,1,45,1450,False,False,1450
17016,7,4,-2,855,970,1,-2,-2,-2,-2,115,1450,False,False,1450
17017,8,-2,4,970,980,-2,1,6,4,5,10,1450,False,False,1450
17018,9,5,-2,980,990,6,-2,-2,-2,-2,10,1450,False,False,1450
17019,10,-2,5,990,1005,-2,6,12,4,4,15,1450,False,False,1450
17020,11,6,-2,1005,1050,12,-2,-2,-2,-2,45,1450,False,False,1450
17021,12,-2,6,1050,1065,-2,12,6,4,4,15,1450,False,False,1450
17022,13,7,-2,1065,1066,6,-2,-2,-2,-2,1,1450,False,False,1450
17023,14,-2,7,1066,1080,-2,6,1,4,5,14,1450,False,False,1450
17024,15,8,-2,1080,1120,1,-2,-2,-2,-2,40,1450,False,False,1450
17025,16,-2,8,1120,1121,-2,1,7,3,2,1,1450,False,False,1450
17026,17,9,-2,1121,1125,7,-2,-2,-2,-2,4,1450,False,False,1450
17027,18,-2,9,1125,1140,-2,7,19,3,1,15,1450,False,False,1450
17028,19,10,-2,1140,1230,19,-2,-2,-2,-2,90,1450,False,False,1450
17029,20,-2,10,1230,1245,-2,19,1,3,1,15,1450,False,False,1450
17030,21,11,-2,1245,1440,1,-2,-2,-2,-2,195,1450,False,False,1450
17031,1,1,-2,0,480,1,-2,-2,-2,-2,480,1451,False,False,1451
17032,2,-2,1,480,500,-2,1,8,10,2,20,1451,False,False,1451
17033,3,2,-2,500,900,8,-2,-2,-2,-2,400,1451,True,False,1451
